q,columns,layers,qubits,volume,idle,sec,code,method,excel_row,n_filled,n,k,dist,idle_true,footprint,util
57,70,66,55,3062,928,0.6,"[[17,2,6]]",cap_sweep,21,7,17,2,6,788,3850,0.7953246753246753
58,70,66,55,3062,998,0.6,"[[17,2,6]]",cap_sweep,22,7,17,2,6,788,3850,0.7953246753246753
59,70,66,55,3062,1068,0.6,"[[17,2,6]]",cap_sweep,23,7,17,2,6,788,3850,0.7953246753246753
60,61,57,60,2841,819,0.6,"[[17,2,6]]",cap_sweep,24,7,17,2,6,819,3660,0.7762295081967213
61,61,57,60,2841,880,0.6,"[[17,2,6]]",cap_sweep,25,7,17,2,6,819,3660,0.7762295081967213
62,61,57,60,2841,941,0.7,"[[17,2,6]]",cap_sweep,26,7,17,2,6,819,3660,0.7762295081967213
63,55,51,63,2775,690,0.6,"[[17,2,6]]",cap_sweep,27,7,17,2,6,690,3465,0.8008658008658008
64,55,51,63,2775,745,0.6,"[[17,2,6]]",cap_sweep,28,7,17,2,6,690,3465,0.8008658008658008
65,51,47,65,2692,623,0.6,"[[17,2,6]]",cap_sweep,29,7,17,2,6,623,3315,0.8120663650075415
66,51,47,65,2692,674,0.6,"[[17,2,6]]",cap_sweep,30,7,17,2,6,623,3315,0.8120663650075415
67,51,47,65,2692,725,0.6,"[[17,2,6]]",cap_sweep,31,7,17,2,6,623,3315,0.8120663650075415
68,51,47,65,2692,776,0.6,"[[17,2,6]]",cap_sweep,32,7,17,2,6,623,3315,0.8120663650075415
69,47,43,69,2623,620,0.6,"[[17,2,6]]",cap_sweep,33,7,17,2,6,620,3243,0.8088189947579402
70,47,43,69,2623,667,0.6,"[[17,2,6]]",cap_sweep,34,7,17,2,6,620,3243,0.8088189947579402
71,47,43,69,2623,714,0.6,"[[17,2,6]]",cap_sweep,35,7,17,2,6,620,3243,0.8088189947579402
72,47,43,69,2623,761,0.6,"[[17,2,6]]",cap_sweep,36,7,17,2,6,620,3243,0.8088189947579402
73,47,43,69,2623,808,0.6,"[[17,2,6]]",cap_sweep,37,7,17,2,6,620,3243,0.8088189947579402
74,43,39,74,2489,693,0.6,"[[17,2,6]]",cap_sweep,38,7,17,2,6,693,3182,0.7822124450031427
75,43,39,74,2489,736,0.6,"[[17,2,6]]",cap_sweep,39,7,17,2,6,693,3182,0.7822124450031427
76,43,39,74,2489,779,0.6,"[[17,2,6]]",cap_sweep,40,7,17,2,6,693,3182,0.7822124450031427
77,43,39,74,2489,822,0.6,"[[17,2,6]]",cap_sweep,41,7,17,2,6,693,3182,0.7822124450031427
78,43,39,74,2489,865,0.6,"[[17,2,6]]",cap_sweep,42,7,17,2,6,693,3182,0.7822124450031427
79,40,36,79,2514,646,0.6,"[[17,2,6]]",cap_sweep,43,7,17,2,6,646,3160,0.7955696202531646
80,40,36,79,2514,686,0.6,"[[17,2,6]]",cap_sweep,44,7,17,2,6,646,3160,0.7955696202531646
81,40,36,79,2514,726,0.6,"[[17,2,6]]",cap_sweep,45,7,17,2,6,646,3160,0.7955696202531646
82,37,33,82,2451,583,0.6,"[[17,2,6]]",cap_sweep,46,7,17,2,6,583,3034,0.8078444297956493
83,37,33,82,2451,620,0.6,"[[17,2,6]]",cap_sweep,47,7,17,2,6,583,3034,0.8078444297956493
84,37,33,82,2451,657,0.6,"[[17,2,6]]",cap_sweep,48,7,17,2,6,583,3034,0.8078444297956493
85,37,33,82,2451,694,0.6,"[[17,2,6]]",cap_sweep,49,7,17,2,6,583,3034,0.8078444297956493
86,37,33,82,2451,731,0.6,"[[17,2,6]]",cap_sweep,50,7,17,2,6,583,3034,0.8078444297956493
87,37,33,82,2451,768,0.6,"[[17,2,6]]",cap_sweep,51,7,17,2,6,583,3034,0.8078444297956493
88,35,31,88,2437,643,0.6,"[[17,2,6]]",cap_sweep,52,7,17,2,6,643,3080,0.7912337662337663
89,35,31,88,2437,678,0.6,"[[17,2,6]]",cap_sweep,53,7,17,2,6,643,3080,0.7912337662337663
90,35,31,88,2437,713,0.6,"[[17,2,6]]",cap_sweep,54,7,17,2,6,643,3080,0.7912337662337663
91,33,29,91,2409,594,0.6,"[[17,2,6]]",cap_sweep,55,7,17,2,6,594,3003,0.8021978021978022
92,33,29,91,2409,627,0.6,"[[17,2,6]]",cap_sweep,56,7,17,2,6,594,3003,0.8021978021978022
93,33,29,91,2409,660,0.6,"[[17,2,6]]",cap_sweep,57,7,17,2,6,594,3003,0.8021978021978022
94,33,29,91,2409,693,0.6,"[[17,2,6]]",cap_sweep,58,7,17,2,6,594,3003,0.8021978021978022
95,33,29,91,2409,726,0.6,"[[17,2,6]]",cap_sweep,59,7,17,2,6,594,3003,0.8021978021978022
96,33,29,91,2409,759,0.6,"[[17,2,6]]",cap_sweep,60,7,17,2,6,594,3003,0.8021978021978022
97,30,26,97,2398,512,0.6,"[[17,2,6]]",cap_sweep,61,7,17,2,6,512,2910,0.8240549828178694
98,30,26,97,2398,542,0.6,"[[17,2,6]]",cap_sweep,62,7,17,2,6,512,2910,0.8240549828178694
40,395,393,40,12143,3657,0.5,"[[16,3,5]]",cap_sweep,3,7,16,3,5,3657,15800,0.7685443037974684
41,200,197,41,6413,1787,0.5,"[[16,3,5]]",cap_sweep,4,7,16,3,5,1787,8200,0.7820731707317073
42,200,197,41,6413,1987,0.5,"[[16,3,5]]",cap_sweep,5,7,16,3,5,1787,8200,0.7820731707317073
43,102,99,43,3568,818,0.5,"[[16,3,5]]",cap_sweep,6,7,16,3,5,818,4386,0.8134974920200638
44,83,80,44,2998,654,0.5,"[[16,3,5]]",cap_sweep,7,7,16,3,5,654,3652,0.8209200438116101
45,83,80,44,2998,737,0.5,"[[16,3,5]]",cap_sweep,8,7,16,3,5,654,3652,0.8209200438116101
46,70,66,46,2663,557,0.5,"[[16,3,5]]",cap_sweep,9,7,16,3,5,557,3220,0.8270186335403726
47,70,66,46,2663,627,0.4,"[[16,3,5]]",cap_sweep,10,7,16,3,5,557,3220,0.8270186335403726
48,61,57,48,2407,521,0.4,"[[16,3,5]]",cap_sweep,11,7,16,3,5,521,2928,0.8220628415300546
49,54,50,49,2212,434,0.5,"[[16,3,5]]",cap_sweep,12,7,16,3,5,434,2646,0.8359788359788359
50,54,50,49,2212,488,0.5,"[[16,3,5]]",cap_sweep,13,7,16,3,5,434,2646,0.8359788359788359
51,48,45,51,2074,374,0.5,"[[16,3,5]]",cap_sweep,14,7,16,3,5,374,2448,0.8472222222222222
52,48,45,51,2074,422,0.4,"[[16,3,5]]",cap_sweep,15,7,16,3,5,374,2448,0.8472222222222222
53,48,45,51,2074,470,0.4,"[[16,3,5]]",cap_sweep,16,7,16,3,5,374,2448,0.8472222222222222
54,44,40,54,1967,409,0.4,"[[16,3,5]]",cap_sweep,17,7,16,3,5,409,2376,0.8278619528619529
55,44,40,54,1967,453,0.4,"[[16,3,5]]",cap_sweep,18,7,16,3,5,409,2376,0.8278619528619529
56,41,37,56,1881,415,0.4,"[[16,3,5]]",cap_sweep,19,7,16,3,5,415,2296,0.8192508710801394
57,41,37,56,1881,456,0.5,"[[16,3,5]]",cap_sweep,20,7,16,3,5,415,2296,0.8192508710801394
58,41,37,56,1881,497,0.4,"[[16,3,5]]",cap_sweep,21,7,16,3,5,415,2296,0.8192508710801394
59,41,37,56,1881,538,0.5,"[[16,3,5]]",cap_sweep,22,7,16,3,5,415,2296,0.8192508710801394
60,41,37,56,1881,579,0.4,"[[16,3,5]]",cap_sweep,23,7,16,3,5,415,2296,0.8192508710801394
61,41,37,56,1881,620,0.4,"[[16,3,5]]",cap_sweep,24,7,16,3,5,415,2296,0.8192508710801394
62,41,37,56,1881,661,0.4,"[[16,3,5]]",cap_sweep,25,7,16,3,5,415,2296,0.8192508710801394
63,38,34,63,1853,541,0.4,"[[16,3,5]]",cap_sweep,26,7,16,3,5,541,2394,0.7740183792815372
64,38,34,63,1853,579,0.4,"[[16,3,5]]",cap_sweep,27,7,16,3,5,541,2394,0.7740183792815372
65,38,34,63,1853,617,0.4,"[[16,3,5]]",cap_sweep,28,7,16,3,5,541,2394,0.7740183792815372
66,38,34,63,1853,655,0.4,"[[16,3,5]]",cap_sweep,29,7,16,3,5,541,2394,0.7740183792815372
67,38,34,63,1853,693,0.4,"[[16,3,5]]",cap_sweep,30,7,16,3,5,541,2394,0.7740183792815372
68,38,34,63,1853,731,0.4,"[[16,3,5]]",cap_sweep,31,7,16,3,5,541,2394,0.7740183792815372
69,35,31,69,1797,618,0.4,"[[16,3,5]]",cap_sweep,32,7,16,3,5,618,2415,0.7440993788819876
70,35,31,69,1797,653,0.4,"[[16,3,5]]",cap_sweep,33,7,16,3,5,618,2415,0.7440993788819876
71,33,29,71,1774,569,0.4,"[[16,3,5]]",cap_sweep,34,7,16,3,5,569,2343,0.7571489543320529
72,33,29,71,1774,602,0.4,"[[16,3,5]]",cap_sweep,35,7,16,3,5,569,2343,0.7571489543320529
73,33,29,71,1774,635,0.4,"[[16,3,5]]",cap_sweep,36,7,16,3,5,569,2343,0.7571489543320529
74,31,27,74,1771,523,0.4,"[[16,3,5]]",cap_sweep,37,7,16,3,5,523,2294,0.7720139494333043
75,31,27,74,1771,554,0.4,"[[16,3,5]]",cap_sweep,38,7,16,3,5,523,2294,0.7720139494333043
76,31,27,74,1771,585,0.4,"[[16,3,5]]",cap_sweep,39,7,16,3,5,523,2294,0.7720139494333043
77,31,27,74,1771,616,0.4,"[[16,3,5]]",cap_sweep,40,7,16,3,5,523,2294,0.7720139494333043
78,31,27,74,1771,647,0.4,"[[16,3,5]]",cap_sweep,41,7,16,3,5,523,2294,0.7720139494333043
79,31,27,74,1771,678,0.4,"[[16,3,5]]",cap_sweep,42,7,16,3,5,523,2294,0.7720139494333043
80,31,27,74,1771,709,0.4,"[[16,3,5]]",cap_sweep,43,7,16,3,5,523,2294,0.7720139494333043
81,31,27,74,1771,740,0.4,"[[16,3,5]]",cap_sweep,44,7,16,3,5,523,2294,0.7720139494333043
82,31,27,74,1771,771,0.4,"[[16,3,5]]",cap_sweep,45,7,16,3,5,523,2294,0.7720139494333043
83,31,27,74,1771,802,0.4,"[[16,3,5]]",cap_sweep,46,7,16,3,5,523,2294,0.7720139494333043
84,29,25,84,1739,697,0.4,"[[16,3,5]]",cap_sweep,47,7,16,3,5,697,2436,0.7138752052545156
85,28,24,85,1730,650,0.4,"[[16,3,5]]",cap_sweep,48,7,16,3,5,650,2380,0.726890756302521
86,27,23,86,1701,621,0.4,"[[16,3,5]]",cap_sweep,49,7,16,3,5,621,2322,0.7325581395348837
87,27,23,86,1701,648,0.5,"[[16,3,5]]",cap_sweep,50,7,16,3,5,621,2322,0.7325581395348837
88,27,23,86,1701,675,0.4,"[[16,3,5]]",cap_sweep,51,7,16,3,5,621,2322,0.7325581395348837
89,27,23,86,1701,702,0.4,"[[16,3,5]]",cap_sweep,52,7,16,3,5,621,2322,0.7325581395348837
90,27,23,86,1701,729,0.4,"[[16,3,5]]",cap_sweep,53,7,16,3,5,621,2322,0.7325581395348837
91,27,23,86,1701,756,0.4,"[[16,3,5]]",cap_sweep,54,7,16,3,5,621,2322,0.7325581395348837
92,27,23,86,1701,783,0.4,"[[16,3,5]]",cap_sweep,55,7,16,3,5,621,2322,0.7325581395348837
93,27,23,86,1701,810,0.4,"[[16,3,5]]",cap_sweep,56,7,16,3,5,621,2322,0.7325581395348837
94,27,23,86,1701,837,0.4,"[[16,3,5]]",cap_sweep,57,7,16,3,5,621,2322,0.7325581395348837
95,27,23,86,1701,864,0.4,"[[16,3,5]]",cap_sweep,58,7,16,3,5,621,2322,0.7325581395348837
96,27,23,86,1701,891,0.4,"[[16,3,5]]",cap_sweep,59,7,16,3,5,621,2322,0.7325581395348837
97,26,22,97,1747,775,0.4,"[[16,3,5]]",cap_sweep,60,7,16,3,5,775,2522,0.6927042030134813
98,26,22,97,1747,801,0.4,"[[16,3,5]]",cap_sweep,61,7,16,3,5,775,2522,0.6927042030134813
